ms_file,ms_file_label,peak_label,mz_mean,mz_width,rt,rt_min,rt_max,rt_unit,intensity_threshold,target_filename,peak_area,peak_area_top3,peak_n_datapoints,peak_max,peak_rt_of_max,peak_min,peak_median,peak_mean,peak_delta_int,peak_shape_rt,peak_shape_int,peak_mass_diff_25pc,peak_mass_diff_50pc,peak_mass_diff_75pc,peak_score,total_intensity,ms_file_size_MB
Data/mzML/Neg/QC_091.mzML,QC_091,4-Hydroxybenzaldehyde,121.0294794,10,150.0,148.0,154.0,s,1000,unknown,165281.0,28139.0,12,32721.0,148.74400329589844,1835.0,11527.0,13773.416666666666,1153.0,"148.24,148.74,149.24,149.74,150.24,150.74,151.24,151.74,152.24,152.74,153.24,153.74","1835,5436,15548,25659,32721,26037,20665,14638,8416,6348,4990,2988",-2.2803128987714447,-2.075441058047304,-1.9336067067767448,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,"3,4 dihydroxybenzoic acid",153.0193087,10,112.0,110.0,117.0,s,1000,unknown,6183.0,2061.0,1,6183.0,114.78600311279297,6183.0,6183.0,6183.0,0.0,114.79,6183,-9.813749498876174,-9.813749498876174,-9.813749498876174,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,"3,5-dihydroxybenzoic acid",153.0193087,10,112.0,110.0,116.0,s,1000,unknown,6183.0,2061.0,1,6183.0,114.78600311279297,6183.0,6183.0,6183.0,0.0,114.79,6183,-9.813749498876174,-9.813749498876174,-9.813749498876174,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Protocatechiuc acid,153.0193087,10,112.0,109.0,117.0,s,1000,unknown,6183.0,2061.0,1,6183.0,114.78600311279297,6183.0,6183.0,6183.0,0.0,114.79,6183,-9.813749498876174,-9.813749498876174,-9.813749498876174,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,"2,4,6- Trihydroxybenzaldehyde",153.0193087,10,159.0,157.0,163.0,s,1000,unknown,0.0,0.0,0,0.0,,0.0,,,,,,,,,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,p-Coumaric acid,163.04004,10,163.0,161.0,165.0,s,1000,unknown,22793.0,3040.0,8,3657.0,163.7259979248047,1132.0,3261.5,2849.125,2253.0,"161.23,161.73,162.23,162.73,163.23,163.73,164.23,164.73","3385,2461,3394,3300,3223,3657,2241,1132",-7.6800656030858345,-7.586476389893173,-7.469489873402347,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Quercetin,301.0353,10,217.0,214.0,221.0,s,1000,unknown,1244443.0,186350.0,14,206332.0,217.16099548339844,6878.0,76412.5,88888.78571428571,13027.0,"214.16,214.66,215.16,215.66,216.16,216.66,217.16,217.66,218.16,218.66,219.16,219.66,220.16,220.66","6878,23782,84877,158270,206332,194448,153044,115892,91355,67948,51268,41375,29069,19905",5.909132323911686,6.111883151638534,6.213258565501958,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Chlorogenic acid,353.08778,10,134.94,131.34,138.54000000000002,s,1000,unknown,50460312.0,6516091.0,14,6696317.0,136.25999450683594,78997.0,4219002.5,3604308.0,896673.0,"131.76,132.26,132.76,133.26,133.76,134.26,134.76,135.26,135.76,136.26,136.76,137.26,137.76,138.26","78997,114434,1189321,4567549,6393314,6696317,6458643,5866255,5270801,4662542,3870456,2679839,1636174,975670",-5.80165547602085,-5.477540838100642,-5.391110267988586,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Cyanidin-3-O-rutinoside,594.1589,10,136.26,132.66,139.85999999999999,s,1000,unknown,128183.0,12921.0,23,16550.0,136.25999450683594,1026.0,4125.0,5573.173913043478,252.0,"132.76,133.26,133.76,134.26,134.76,135.26,135.76,136.26,136.76,137.26,137.76,138.26,138.76,139.26","1278,2375,6471,14224,16550,7991,10970,8875,6655,4125,2804,1921,1253,1026",-9.59635177141488,-9.288175846169967,4.631103444058624,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Rutin,609.14608,10,166.0,162.0,169.0,s,1000,unknown,4564895.0,849693.0,12,967036.0,168.72000122070312,1374.0,248228.5,380407.9166666667,63645.0,"163.23,163.73,164.23,164.73,165.22,165.72,166.22,166.72,167.22,167.72,168.22,168.72","1374,20826,207148,650322,967036,931722,694562,445808,289309,181451,110318,65019",-0.4633872187046765,-0.38823879587069876,-0.2379419502027434,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,(−)-Epicatechin,289.07173,10,147.0,144.0,151.0,s,1000,unknown,31587563.0,5618877.0,14,6102536.0,147.74600219726562,6504.0,1467133.0,2256254.5,396331.0,"144.25,144.75,145.25,145.75,146.25,146.75,147.25,147.75,148.24,148.74,149.24,149.74,150.24,150.74","6504,22870,492408,2659341,5272080,6102536,5482016,4097359,2589276,1700130,1234136,894834,631238,402835",-8.99450164962877,-8.862537957931037,-8.730574266233306,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,8-hydroxy Kaempferol,301.03535,10,210.0,207.0,214.0,s,1000,unknown,506406.0,87852.0,13,95420.0,208.1719970703125,1076.0,28981.0,38954.307692307695,5576.0,"207.67,208.17,208.67,209.17,209.67,210.17,210.67,211.17,211.67,212.17,212.67,213.17,213.66","1076,9506,33957,78233,95420,89903,65790,47519,28981,23659,15352,10358,6652",5.743037891998408,5.84441328902404,6.047164083075303,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,phloridzin,435.12964,10,192.0,188.4,195.60000000000002,s,1000,unknown,16762618.0,2792313.0,14,2996873.0,191.1929931640625,1828.0,863477.5,1197329.857142857,285148.0,"188.7,189.2,189.69,190.19,190.69,191.19,191.69,192.19,192.69,193.19,193.69,194.19,194.69,195.19","1828,3372,74193,682332,1970775,2925222,2996873,2454845,1830001,1324550,999379,727576,484696,286976",-4.75466126132805,-4.702060423578294,-4.439056234829511,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Quercitrin,447.09326,10,183.0,179.0,186.0,s,1000,unknown,22992995.0,2196728.0,23,2500286.0,183.20199584960938,9139.0,956887.0,999695.4347826086,344728.0,"179.21,179.71,180.21,180.71,181.21,181.7,182.2,182.7,183.2,183.7,184.2,184.7,185.2,185.7","10682,14875,48927,384828,1306370,2037485,2500286,2052415,1771234,1319670,1061370,833363,542964,403170",-9.893528876081863,6.283556897085464,6.488330134720493,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Kaempferol-3-glucoside,447.09326,10,183.48,179.88,187.07999999999998,s,1000,unknown,23319593.0,2196728.0,22,2500286.0,183.20199584960938,48927.0,1009128.5,1059981.5,88853.0,"180.21,180.71,181.21,181.7,182.2,182.7,183.2,183.7,184.2,184.7,185.2,185.7,186.2,186.7","48927,384828,1306370,2037485,2500286,2052415,1771234,1319670,1061370,833363,542964,403170,223514,137780",-9.859400003142692,6.283556897085464,6.488330134720493,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,quercetin-3-O-glucoside,463.08817,10,169.0,163.0,175.0,s,1000,unknown,41034244.0,4884980.0,24,5113576.0,171.71600341796875,2055.0,671918.0,1709760.1666666667,163104.0,"163.23,163.73,164.23,164.73,165.22,165.72,166.22,166.72,167.22,167.72,168.22,168.72,169.22,169.72,170.22,170.72,171.22,171.72,172.22,172.71,173.21,173.71,174.21,174.71","4158,2368,2388,2743,2434,2055,2638,31802,538898,2449597,4443115,5113576,5098250,4768587,4656846,4039852,3126791,2256871,1625697,1164387,804938,476585,252406,167262",-2.053090060022431,-1.9212897675424916,-1.7071142922625897,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,2α-Hydroxyursolic Acid,471.34790000000004,10,373.0,371.0,376.0,s,1000,unknown,2930500.0,388620.0,10,415638.0,371.4729919433594,195004.0,274373.0,293050.0,22426.0,"371.47,371.97,372.47,372.97,373.47,373.97,374.47,374.97,375.47,375.97","195004,246644,343618,383489,415638,366735,302102,246584,213256,217430",-2.653730032876543,-2.653730032876543,-2.5404256950005286,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Procyanidin B1,577.1351,10,154.32,150.72,157.92000000000002,s,1000,unknown,3035391.0,206208.0,30,218800.0,152.24000549316406,36477.0,84776.0,101179.7,18976.0,"150.74,151.24,151.74,152.24,152.74,153.24,153.74,154.24,154.74,155.24,155.74,156.24,156.74,157.23,157.73","55453,82627,104766,121207,168927,215912,218800,183912,145363,115389,96443,78395,63661,50929,51169",-5.94645721539602,1.3771045820280159,8.515594420672382,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Procyanidin B2,577.1351,10,140.39999999999998,136.79999999999998,144.0,s,1000,unknown,73412041.0,5700071.0,28,5997763.0,141.7530059814453,28121.0,2542501.5,2621858.6071428573,503173.0,"137.26,137.76,138.26,138.76,139.26,139.76,140.26,140.75,141.25,141.75,142.25,142.75,143.25,143.75","39140,79718,700463,3050580,5270952,5997763,5831500,5063766,4136967,3313388,2550664,1844137,1199575,708809",-5.867140661633305,1.3771045820280159,8.621349825689336,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Kaempferol 3-O-β-rutinoside,593.1511,10,176.76000000000002,173.16,180.36,s,1000,unknown,151908.0,15689.0,19,18026.0,177.70899963378906,1140.0,5543.0,7995.1578947368425,125.0,"173.21,173.71,174.21,174.71,175.21,175.71,176.21,176.71,177.21,177.71,178.21,178.71","1555,1140,3228,11565,18026,17476,16391,10225,6093,5396,5543,1747",-9.633730448349839,4.257748626290669,4.463548316285343,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,Isorhamnetin-3-O-β-D-Rutinoside,623.1617,10,179.04,175.44,182.64000000000001,s,1000,unknown,96917.0,19591.0,11,22505.0,177.70899963378906,1483.0,5421.0,8810.636363636364,3938.0,"176.71,177.21,177.71,178.21,178.71,179.21,179.71,180.21,180.71,181.21,181.7","5421,16442,22505,19828,11571,7671,4928,2968,2301,1799,1483",0.16721056309112048,0.3630992264990289,0.5100157240549602,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,malic acid,133.01422000000002,10,30.0,18.0,36.0,s,1000,unknown,193667733.0,7980537.0,36,8024732.0,21.395000457763672,4122.0,6607972.0,5379659.25,3427926.0,"18.4,18.9,19.4,19.9,20.4,20.9,21.4,21.89,22.39,22.89,23.39,23.89,24.39,24.89,25.39,25.89,26.39,26.89,27.39,27.89,28.39,28.89,29.39,29.88,30.38,30.88,31.38,31.88,32.38,32.88,33.38,33.88,34.38,34.88,35.38,35.88","4122,6014,6796,17208,1225706,2348482,1607786,2126779,3537735,5020532,6059061,6897898,7365105,7600707,7750543,7796625,7774806,7854766,7977405,7984800,8024732,7932081,7766175,7525595,7333779,7108629,6922963,6845746,6678349,6537595,6348743,5996445,5502338,4734703,4014936,3432048",-8.967528719212252,-7.734337392586611,-7.046044559121136,0,28182976852,109.1318416595459
Data/mzML/Neg/QC_091.mzML,QC_091,D-(+)-glucose,179.056,10,19.14,15.540000000000001,22.740000000000002,s,1000,unknown,6863522.0,1684021.0,14,2094048.0,21.395000457763672,13706.0,82800.5,490251.5714285714,55238.0,"15.9,16.4,16.9,17.4,17.9,18.4,18.9,19.4,19.9,20.4,20.9,21.4,21.89,22.39","26766,24442,16417,16048,13706,83597,1114347,2094048,1843670,1196053,184003,88155,80266,82004",-7.649676408475399,-7.1170640880805225,-6.09444843292236,0,28182976852,109.1318416595459
